city,country,lat,lng,population
Udaypur Gaḍhi̇̄,Nepal,26.9333,86.5167,30731
Miami Lakes,United States,25.9125,-80.3214,30731
Einbeck,Germany,51.8167,9.8667,30725
San Sebastián,Guatemala,14.5667,-91.65,30724
San Isidro,Philippines,11.42,124.35,30722
Pedana,India,16.2667,81.1667,30721
Mattathūr,India,10.3792,76.3208,30718
Além Paraíba,Brazil,-21.8878,-42.7039,30717
Osterholz-Scharmbeck,Germany,53.2167,8.8,30717
Agblangandan,Benin,6.3667,2.5167,30716
Juatuba,Brazil,-19.9519,-44.3428,30716
Aglipay,Philippines,16.4889,121.5874,30714
Riacho de Santana,Brazil,-13.6089,-42.9389,30711
Sekiyado,Japan,36.0967,139.7803,30710
Dois Irmãos,Brazil,-29.58,-51.085,30709
Tekeli,Kazakhstan,44.83,78.8239,30707
Pandua,India,23.08,88.28,30700
Nova Russas,Brazil,-4.7,-40.5667,30699
Bābura,India,25.6838,84.7825,30695
Vichuga,Russia,57.2,41.9167,30694
Washington,United States,37.1303,-113.4878,30686
Treviglio,Italy,45.5214,9.5928,30683
Ciudad Melchor de Mencos,Guatemala,17.0667,-89.15,30682
San Ramón,Nicaragua,12.9167,-85.8333,30682
Czeladź,Poland,50.3333,19.0833,30681
Bečej,Serbia,45.6167,20.0333,30681
Cruz del Eje,Argentina,-30.7333,-64.8,30680
Tepetlaoxtoc,Mexico,19.5731,-98.8203,30680
Banning,United States,33.946,-116.8992,30680
Bannūr,India,12.3329,76.862,30675
Partinico,Italy,38.05,13.1167,30674
Campo Alegre de Lourdes,Brazil,-9.5158,-43.0108,30671
Moche,Peru,-8.1706,-79.0094,30671
Friedberg,Germany,48.35,10.9833,30670
Balatan,Philippines,13.3167,123.2333,30669
Presidente Figueiredo,Brazil,-2.0172,-60.025,30668
Gobernador Virasora,Argentina,-28.05,-56.0333,30666
Catolé do Rocha,Brazil,-6.3439,-37.7469,30661
Laḩij,Yemen,13.05,44.8833,30661
Chūō,Japan,35.5996,138.6339,30660
West Falls Church,United States,38.8648,-77.1878,30660
Novovoronezh,Russia,51.3167,39.2167,30658
Gamu,Philippines,17.05,121.83,30655
Chengam,India,12.3112,78.7925,30654
Tabuleiro do Norte,Brazil,-5.2481,-38.13,30652
San Giuliano Terme,Italy,43.7625,10.4414,30652
Nazaré da Mata,Brazil,-7.7419,-35.2278,30648
Salem,United States,42.7902,-71.2202,30646
Ardeşen,Turkey,41.19,40.9831,30645
Juquitiba,Brazil,-23.9319,-47.068600000000004,30642
Luís Correia,Brazil,-2.8789,-41.6669,30641
Yunoshima,Japan,35.8059,137.2441,30641
Savigny-le-Temple,France,48.5841,2.5832,30630
Santana do Acaraú,Brazil,-3.4608,-40.2119,30628
Lawrenceville,United States,33.9523,-83.9932,30626
Eldersburg,United States,39.4041,-76.9528,30626
Victoria,Argentina,-32.6167,-60.1667,30623
Police,Poland,53.5333,14.5667,30623
Mataas Na Kahoy,Philippines,13.9592,121.1126,30621
Jarinu,Brazil,-23.1014,-46.7283,30617
Valdepeñas,Spain,38.7617,-3.385,30617
Carapó,Brazil,-22.6339,-54.8219,30612
Kaelé,Cameroon,10.1,14.45,30609
São José da Tapera,Brazil,-9.5578,-37.3808,30604
Keles,Uzbekistan,41.4033,69.2067,30600
Capim,Brazil,-1.675,-47.775,30599
Taozhuangcun,China,30.9694,120.8095,30595
Diéma,Mali,14.5333,-9.2,30592
Banamba,Mali,13.55,-7.45,30591
Grottaglie,Italy,40.5333,17.4333,30587
Crevillente,Spain,38.2486,-0.8089,30585
Correntina,Brazil,-13.3428,-44.6369,30583
Talakkād,India,10.8833,75.9333,30577
Devarshola,India,11.5437,76.4404,30576
Birtouta,Algeria,36.65,3,30575
Aïn Kercha,Algeria,35.9167,6.7,30575
Buey Arriba,Cuba,20.1736,-76.7494,30573
Hafnarfjörður,Iceland,64.02,-21.97,30568
Domingos Martins,Brazil,-20.3628,-40.6589,30559
Sarno,Italy,40.8167,14.6167,30559
Franklin Square,United States,40.7002,-73.6775,30559
Haan,Germany,51.1667,7,30558
Spalding,United Kingdom,52.7858,-0.1529,30556
Illescas,Spain,40.1167,-3.8333,30553
Ózd,Hungary,48.2192,20.2869,30550
Rendsburg,Germany,54.3,9.6667,30545
Leusden,Netherlands,52.1331,5.4297,30544
Xingang,Taiwan,23.56,120.35,30543
Sokuluk,Kyrgyzstan,42.854,74.3026,30540
Osmancık,Turkey,40.9667,34.8,30537
Olopa,Guatemala,14.6833,-89.35,30534
Suzak,Kyrgyzstan,40.8982,72.9048,30534
Founougo,Benin,11.4808,2.5322,30527
Cachan,France,48.7919,2.3319,30526
Burlingame,United States,37.5859,-122.3667,30526
Liptovský Mikuláš,Slovakia,49.0811,19.6181,30522
Hayrabolu,Turkey,41.2131,27.1,30521
Gariadhar,India,21.53,71.58,30520
Anilao,Philippines,10.9785,122.7531,30520
Ouatagouna,Mali,15.1786,0.7239,30519
Bongor,Chad,10.2806,15.3722,30518
Aungban,Burma,20.6667,96.6333,30515
Westville,South Africa,-29.831,30.925,30508
Fārsān,Iran,32.255,50.5631,30504
Ennepetal,Germany,51.2833,7.3333,30502
Sankaramangalam,India,8.6561,76.787,30502
Nāgāwaram,India,17.4875,78.6012,30502
Igbanke,Nigeria,6.3869,6.1647,30500
Thung Song,Thailand,8.154,99.7286,30500
Khorugh,Tajikistan,37.4833,71.55,30500
Giannitsá,Greece,40.7833,22.4,30498
Stratford-upon-Avon,United Kingdom,52.1928,-1.7064,30495
Hellín,Spain,38.5167,-1.6833,30492
Masho Khel,Pakistan,33.9103,71.5025,30492
Maināguri,India,26.5658,88.8214,30490
Rotterdam,United States,42.8133,-74.0129,30489
Gurnee,United States,42.3708,-87.9392,30486
Pamukova,Turkey,40.5167,30.1667,30482
Pau dos Ferros,Brazil,-6.1108,-38.2089,30479
Gubbio,Italy,43.3518,12.5773,30479
Amīr Kolā,Iran,36.5967,52.6658,30478
Torrijos,Philippines,13.32,122.08,30476
Karuvakulam,India,9.7605,77.2205,30473
Morrisville,United States,35.8368,-78.8348,30471
Mukumbura,Zimbabwe,-16.2,31.6833,30470
Ferry Pass,United States,30.5205,-87.1899,30467
Santa Bárbara,Brazil,-19.9589,-43.415,30466
Vestal,United States,42.0492,-76.026,30462
Rietberg,Germany,51.8,8.4333,30461
Yanai,Japan,33.9639,132.1186,30461
Afonso Cláudio,Brazil,-20.0739,-41.1239,30455
Motema,Sierra Leone,8.6884,-11.1805,30452
Princeton,United States,40.3562,-74.6693,30451
Ar Ruḩaybah,Syria,33.7442,36.7039,30450
Ono,Japan,35.9797,136.4875,30449
Liberty,United States,39.2394,-94.4191,30446
Tchindjendje,Angola,-12.8167,14.9333,30443
Espinosa,Brazil,-14.9081,-42.8103,30443
Ash Shinān,Saudi Arabia,27.1748,42.4449,30441
Uran,India,18.89,72.95,30439
Maguing,Philippines,7.9,124.4,30436
Bandar-e Lengeh,Iran,26.5594,54.885,30435
Mandera,Kenya,3.9167,41.8333,30433
Magdalena de Kino,Mexico,30.6167,-111.05,30429
Redan,United States,33.7394,-84.1644,30426
Pontal do Paraná,Brazil,-25.5768,-48.3581,30425
Parkville,United States,39.3832,-76.5519,30423
Quillabamba,Peru,-12.8681,-72.6931,30422
Bālā Kōh,Afghanistan,36.5753,66.8203,30419
Myszków,Poland,50.5706,19.3144,30415
Kailahun,Sierra Leone,8.2794,-10.5733,30411
Andernach,Germany,50.4397,7.4017,30408
Karjan,India,22.053,73.1235,30405
Okotoks,Canada,50.725,-113.975,30405
Schönebeck,Germany,52.0167,11.75,30402
Pittsford,United States,43.0733,-77.5268,30402
Motomiya,Japan,37.5132,140.3938,30401
Banlung,Cambodia,13.7394,106.9873,30399
Mūvattupula,India,9.9905,76.5789,30397
Salyan,Azerbaijan,39.5961,48.9847,30396
Manāwar,India,22.23,75.08,30393
Avola,Italy,36.9167,15.1333,30392
Trípoli,Greece,37.5167,22.3833,30383
Samrong,Thailand,13.6516,100.5922,30382
Amagá,Colombia,6.05,-75.7,30376
Dedovsk,Russia,55.85,37.1167,30373
Ob,Russia,54.9917,82.7125,30369
Chamblee,United States,33.8842,-84.3007,30369
Ondangwa,Namibia,-17.9167,15.95,30364
Oristano,Italy,39.9058,8.5916,30363
Kūttānallūr,India,10.7069,79.5235,30353
Dhāri,India,21.3261,71.0272,30352
Itarema,Brazil,-2.92,-39.915,30347
Mānsa,India,23.43,72.67,30347
Newark upon Trent,United Kingdom,53.0772,-0.8089,30345
Nanyō,Japan,38.0551,140.1476,30343
North Tonawanda,United States,43.0457,-78.8659,30338
Temascaltepec de González,Mexico,19.0433,-100.0414,30336
Saratoga,United States,37.2684,-122.0263,30335
Żywiec,Poland,49.6892,19.2058,30334
Alma,Canada,48.55,-71.65,30331
Oulad Barhil,Morocco,30.6408,-8.475,30330
Rehli,India,23.63,79.08,30329
Kanzakimachi-kanzaki,Japan,33.3119,130.3714,30329
Menton,France,43.775,7.5,30326
Hirakawachō,Japan,40.5841,140.5665,30326
Fengrenxu,China,24.1364,115.2836,30324
Huatabampo,Mexico,27.05,-109.4167,30324
Trindade,Brazil,-7.7619,-40.2678,30321
Graneros,Chile,-34.0647,-70.7264,30320
Abū Şuwayr,Egypt,30.5698,32.1146,30320
Shāhpura,India,25.63,74.93,30320
Sallimedu,India,11.1147,77.3975,30319
Xinpo,China,19.6929,110.4869,30318
Kessel-Lo,Belgium,50.9,4.75,30317
Pothuhera,Sri Lanka,7.4214,80.3303,30315
Kurunegala,Sri Lanka,7.4833,80.3667,30315
Al ’Attawia,Morocco,31.8347,-7.3125,30315
Télimélé,Guinea,10.905,-13.043,30311
Geliping,China,26.5986,101.5483,30310
Brownsburg,United States,39.8337,-86.383,30310
Newark,United States,39.6776,-75.7576,30309
Ségala Mba,Mali,14.5585,-10.9617,30305
Northolt,United Kingdom,51.5467,-0.37,30304
Milford,United States,42.1565,-71.5188,30304
Chimichagua,Colombia,9.25,-73.8167,30303
San Salvador El Seco,Mexico,19.1333,-97.65,30303
Dolores,Guatemala,16.5142,-89.4158,30302
To‘raqo‘rg‘on,Uzbekistan,41,71.5158,30300
Koni,India,9.241,76.8784,30299
Cabrobó,Brazil,-8.5119,-39.3069,30294
Wishaw,United Kingdom,55.7742,-3.9183,30290
Ris-Orangis,France,48.6537,2.4161,30283
Bai Chay,Vietnam,20.9658,107.0347,30280
Chimākurti,India,15.5149,80.0368,30279
Granger,United States,41.7374,-86.1348,30279
Vinaroz,Spain,40.4686,0.4736,30278
Sungurlu,Turkey,40.161,34.377,30275
Ometepec,Mexico,16.6833,-98.4167,30271
İdil,Turkey,37.341,41.894,30271
San Gregorio de Nigua,Dominican Republic,18.38,-70.08,30268
Benguema,Sierra Leone,8.3215,-13.0724,30268
Bardejov,Slovakia,49.295,21.2758,30267
Candelaria,Philippines,15.63,119.93,30263
Niles,United States,42.0278,-87.8099,30262
Jima Abajo,Dominican Republic,19.13,-70.38,30261
Majidpur,Bangladesh,23.5797,90.7684,30257
Çaycuma,Turkey,41.4267,32.0758,30255
Jinka,Ethiopia,5.7833,36.5667,30249
Bir Jdid,Morocco,33.3737,-8.0002,30247
Pantao-Ragat,Philippines,8.05,124.15,30247
Zhedao,China,24.8193,98.2763,30246
Harpenden,United Kingdom,51.8175,-0.3524,30240
Las Nieves,Philippines,8.74,125.6,30240
Schwandorf,Germany,49.3283,12.11,30239
Falou,Mali,14.5967,-7.935,30239
Salamína,Greece,37.9667,23.5,30235
Huanta,Peru,-12.9397,-74.2475,30234
Highland Park,United States,42.1823,-87.8104,30229
Middletown,United States,41.4459,-74.4236,30227
Chabet el Ameur,Algeria,36.6333,3.7,30223
Tāramangalam,India,11.6956,77.9716,30222
Serdobsk,Russia,52.4667,44.2,30220
Anse-à-Foleur,Haiti,19.8926,-72.6201,30217
Best,Netherlands,51.5108,5.3922,30216
Austintown,United States,41.0932,-80.7405,30215
Wik’ro,Ethiopia,13.7833,39.6,30210
Lewe,Burma,19.6333,96.1167,30208
Uithoorn,Netherlands,52.2333,4.8333,30206
Anjad,India,22.0417,75.0552,30204
Qarataū,Kazakhstan,43.1667,70.45,30204
Berriane,Algeria,32.8333,3.7667,30200
Daheba,China,28.0258,106.4133,30197
Whitstable,United Kingdom,51.361,1.026,30195
Balabanovo,Russia,55.1833,36.6667,30194
Tsuru,Japan,35.5515,138.9054,30193
Gaggenau,Germany,48.8039,8.3194,30190
Calintaan,Philippines,12.5756,120.9428,30190
Malakoff,France,48.8169,2.2944,30183
Waterloo,Belgium,50.7175,4.3979,30174
Metamórfosi,Greece,38.05,23.75,30174
Ndora,Rwanda,-2.6033,29.8336,30171
Djendel,Algeria,36.2186,2.4089,30170
Kaipram,India,10.8833,76.1833,30169
Kibiti,Tanzania,-7.7296,38.95,30163
Cláudio,Brazil,-20.4428,-44.7658,30159
Bankass,Mali,14.0775,-3.5158,30159
Yverdon-les-Bains,Switzerland,46.7785,6.6408,30157
Periyanāyakkanpālaiyam,India,11.1544,76.9499,30154
Lewoleba,Indonesia,-8.3833,123.4,30151
Ypacaraí,Paraguay,-25.41,-57.28,30150
Egra,India,21.9,87.53,30148
Inami,Japan,34.75,134.9167,30148
Joaçaba,Brazil,-27.1778,-51.505,30146
Anse à Pitre,Haiti,18.0431,-71.7583,30146
Ostuni,Italy,40.7322,17.5778,30143
Catarroja,Spain,39.4028,-0.4044,30142
Bretten,Germany,49.0364,8.7061,30136
Quezaltepeque,Guatemala,14.6333,-89.45,30136
Piagapo,Philippines,8,124.2,30132
Kanniparamba,India,11.3611,76.0097,30123
San Giuseppe Vesuviano,Italy,40.8333,14.5,30120
Candijay,Philippines,9.818,124.496,30119
Mussoorie,India,30.45,78.08,30118
Marogong,Philippines,7.67,124.15,30118
Planadas,Colombia,3.1964,-75.6444,30117
Pulupandan,Philippines,10.52,122.8,30117
San Miguel,Philippines,10.78,122.47,30115
Dar Ould Zidouh,Morocco,32.3167,-6.9,30114
Liévin,France,50.4228,2.7786,30113
Mucari,Angola,-9.4667,16.9167,30112
Gukeng,Taiwan,23.65,120.5667,30105
Perşembe,Turkey,41.0656,37.7714,30101
Miramar,Argentina,-38.2667,-57.8333,30100
Saktī,India,22.03,82.97,30100
Dumalag,Philippines,11.3039,122.6214,30098
Rury,Poland,51.2386,22.5164,30093
Gumdūru,India,16.65,78.48,30091
Balete,Philippines,11.5553,122.3792,30090
Rahīmpur,India,25.4894,86.4774,30089
Postmasburg,South Africa,-28.3279,23.0706,30089
Marimba,Angola,-8.3667,17.0167,30086
Mīnūdasht,Iran,37.2306,55.3736,30085
Rosignano Marittimo,Italy,43.4,10.4667,30083
Cramlington,United Kingdom,55.082,-1.585,30077
Oltu,Turkey,40.5456,41.9958,30075
Summerlin South,United States,36.1242,-115.3324,30075
Ruskin,United States,27.7065,-82.4209,30074
Merzig,Germany,49.45,6.6167,30070
Bou Arfa,Morocco,32.5309,-1.965,30068
Muratlı,Turkey,41.1742,27.5086,30067
Kondarangi Kīranūr,India,10.615,77.724,30064
Iguig,Philippines,17.7517,121.7364,30060
Wuyuan,China,41.0896,108.2722,30057
Monte Patria,Chile,-30.8333,-70.7,30056
Nethirimangalam,India,10.8054,76.1877,30056
McDonough,United States,33.4397,-84.1505,30056
Mārgrām,India,24.1512,87.8422,30055
Chatou,France,48.8897,2.1573,30054
Bad Zwischenahn,Germany,53.1836,8.0097,30051
Bowling Green,United States,41.3776,-83.6495,30051
Sainte-Julie,Canada,45.5833,-73.3333,30045
Milazzo,Italy,38.217,15.237,30043
Tchibanga,Gabon,-2.9331,10.9831,30042
Oulad Zemam,Morocco,32.35,-6.6333,30039
Nanchital de Lázaro Cárdenas del Río,Mexico,18.0667,-94.4167,30039
Beni Khiar,Tunisia,36.4667,10.7833,30036
Villa Regina,Argentina,-39.1,-67.0667,30028
Zemoura,Algeria,35.7167,0.75,30027
Degeh Bur,Ethiopia,8.2167,43.5667,30027
Brandsen,Argentina,-35.1667,-58.2167,30026
Kericho,Kenya,-0.3692,35.2839,30023
Alacuás,Spain,39.4583,-0.4628,30022
Cahul,Moldova,45.9075,28.1944,30018
Dauin,Philippines,9.2,123.27,30018
Comiso,Italy,36.95,14.6,30016
Drexel Hill,United States,39.9495,-75.3038,30015
Kulat,Indonesia,-8.8243,115.0983,30012
Mahugaon,India,22.5748,75.7445,30012
Jamālpur,India,25.4112,86.6593,30008
Ārda,India,32.3087,76.5772,30006
Santa Maria,Philippines,17.3719,120.4814,30006
Balungao,Philippines,15.9,120.7,30004
Qahderījān,Iran,32.5772,51.4539,30002
Gongyefu,China,41.8378,118.5011,30000
Liaojiayuan,China,29.3906,109.9919,30000
Tarrafal,Cabo Verde,15.2787,-23.7516,30000
Les Palmes,Haiti,18.3333,-72.85,30000
Mundāhal Khurd,India,28.98,76.195,30000
Masabdisa,India,25.9682,93.4372,30000
Rānpur,India,22.3752,71.6898,30000
Pātri,India,23.19,71.8,30000
Edasshēri,India,10.9833,75.9667,30000
Mundi,India,22.07,76.5,30000
Padappakara,India,8.9667,76.6333,30000
Tirwa,India,26.962,79.7923,30000
Bāghmāri,India,20.2206,85.5014,30000
Hasanparti,India,18.0681,79.5236,30000
Sarpavaram,India,17.0102,82.225,30000
Dhandhuka,India,22.37,71.98,30000
‘Aynkāwah,Iraq,36.2306,43.9944,30000
Jalawlā’,Iraq,34.2739,45.1691,30000
Mutsamudu,Comoros,-12.1675,44.3939,30000
Chmistâr,Lebanon,33.9667,36.0167,30000
El Fanar,Lebanon,33.8667,35.5667,30000
Bent Jbaïl,Lebanon,33.1208,35.4336,30000
Zghartā,Lebanon,34.4,35.9,30000
Andranomanelatra,Madagascar,-19.7859,47.1043,30000
Tsitondroina,Madagascar,-21.3134,45.994,30000
Ambinanitelo,Madagascar,-15.3495,49.5805,30000
Ambalavao,Madagascar,-21.8295,46.9402,30000
Majuro,Marshall Islands,7.0833,171.3833,30000
Bourèm Guindou,Mali,16.9004,-0.35,30000
Du Yar,Burma,15.2617,97.7819,30000
Arvayheer,Mongolia,46.2689,102.7575,30000
Kuah,Malaysia,6.3265,99.8432,30000
Dulmial,Pakistan,32.7333,72.9167,30000
Malak Abad,Pakistan,34.8,71.8,30000
Makhdum Rashid,Pakistan,30,5,30000
Malème Hodar,Senegal,14.0883,-15.2944,30000
Uar Esgudud,Somalia,1.2667,41.3833,30000
Ikoto,South Sudan,4.0795,33.1089,30000
Tecoluca,El Salvador,13.5333,-88.7833,30000
Kafr Nubl,Syria,35.6138,36.5645,30000
Fang,Thailand,19.9189,99.2136,30000
Änew,Turkmenistan,37.8833,58.5333,30000
Mpwapwa,Tanzania,-6.35,36.4833,30000
Kayunga,Uganda,0.7033,32.9036,30000
Kamonkoli,Uganda,1.075,34.0956,30000
Pop,Uzbekistan,40.8736,71.1089,30000
Saundhonwāli,India,30.3331,77.9608,29999
Salay,Philippines,8.87,124.8,29998
Pārakadavu,India,10.2126,76.352,29997
Eshtehārd,Iran,35.725,50.365,29993
Panagyurishte,Bulgaria,42.5031,24.1839,29992
Dala,Angola,-11.0342,20.2036,29991
Soledade,Brazil,-28.8178,-52.51,29991
Sombrio,Brazil,-29.1039,-49.6289,29991
Koratgi,India,15.6081,76.6597,29991
Askøy,Norway,60.4,5.1833,29989
Meschede,Germany,51.35,8.2833,29988
Kamisato,Japan,36.2516,139.1447,29987
Anchieta,Brazil,-20.8056,-40.6444,29984
Navāpur,India,21.17,73.78,29979
Riga,India,26.6553,85.442,29974
Kaminoyama,Japan,38.1496,140.2679,29974
Villemomble,France,48.8833,2.5,29973
Birūr,India,13.5972,75.9717,29966
Zgorzelec,Poland,51.15,15.0083,29966
Aarschot,Belgium,50.9875,4.8333,29965
Kottūru,India,14.8262,76.2259,29965
Holbæk,Denmark,55.7135,11.7169,29960
Garopaba,Brazil,-28.0228,-48.6128,29959
Matthews,United States,35.1195,-80.7101,29959
Saint-Constant,Canada,45.37,-73.57,29954
Radcliffe,United Kingdom,53.5615,-2.3268,29950
Tebourba,Tunisia,36.8333,9.8333,29948
Agno,Philippines,16.1161,119.8027,29947
Verbania,Italy,45.9228,8.5519,29945
Fridley,United States,45.0841,-93.2595,29944
Paragould,United States,36.0555,-90.5149,29940
Gérakas,Greece,38.0333,23.85,29939
Dalin,Taiwan,23.5989,120.47,29937
Greenville,United States,33.1116,-96.1099,29936
Pind Dadan Khan,Pakistan,32.5883,73.0447,29935
Manduria,Italy,40.4028,17.6342,29933
Marhaura,India,25.97,84.87,29932
Winter Park,United States,28.5989,-81.3442,29929
Ragan Sur,Philippines,17.32,121.78,29928
Santa Rita,Honduras,14.868,-89.0941,29927
Mohyliv-Podilskyi,Ukraine,48.45,27.7833,29925
Imbituva,Brazil,-25.23,-50.6044,29924
Subotica,Serbia,46.1003,19.6656,29919
Carshalton,United Kingdom,51.3652,-0.1676,29917
Elektrogorsk,Russia,55.8833,38.8,29912
Triprangōttūr,India,11.7843,75.6559,29911
General Alvear,Argentina,-34.9667,-67.7,29909
Dandenong,Australia,-37.981,145.215,29906
Wellesley,United States,42.3043,-71.2855,29906
Décines-Charpieu,France,45.7694,4.9594,29905
Algonquin,United States,42.1629,-88.3159,29904
Mahón,Spain,39.8875,4.2611,29902
Northfleet,United Kingdom,51.44,0.34,29900
Plympton,United Kingdom,50.386,-4.051,29899
Pānakkudi,India,8.3492,77.5672,29895
Taza,Morocco,35.0639,-5.2025,29895
Bogdanovich,Russia,56.7803,62.0494,29895
Serra Negra,Brazil,-22.6119,-46.7008,29894
Durango,Spain,43.1689,-2.63,29887
Conguaco,Guatemala,14.05,-90.0333,29887
Aral,Kazakhstan,46.7833,61.6667,29887
Pinhão,Brazil,-25.6958,-51.66,29886
Hazleton,United States,40.9505,-75.9725,29886
San Andrés del Rabanedo,Spain,42.6167,-5.6,29884
Mandalī,Iraq,33.7481,45.555,29882
San Roque,Philippines,12.533,124.867,29882
Mabole,Sri Lanka,7.0022,79.898,29880
Padada,Philippines,6.63,125.35,29878
Crofton,United States,39.0144,-76.68,29878
Périgueux,France,45.1929,0.7217,29876
Werve,Germany,51.6667,7.6167,29868
Balabagan,Philippines,7.53,124.12,29863
Gloucester,United States,42.626,-70.6897,29862
Saint-Cloud,France,48.84,2.22,29859
El Idrissia,Algeria,34.45,2.5333,29856
Villa Dolores,Argentina,-31.9333,-65.2,29854
Al Madad,Yemen,13.7167,44.7333,29853
Be’er Ya‘aqov,Israel,31.9436,34.8392,29852
San Andrés Xecul,Guatemala,14.9,-91.4833,29849
Xiaba,China,27.8826,108.057,29848
Quiapo,Philippines,14.6,120.983,29846
Puente-Genil,Spain,37.3833,-4.7667,29844
El Kseur,Algeria,36.6844,4.8522,29842
Waslala,Nicaragua,13.2333,-85.3833,29838
East Windsor,United States,40.2606,-74.5295,29837
Ozhūr,India,10.9542,75.9167,29836
Kabalo,Congo (Kinshasa),-6.05,26.9167,29833
La Garenne-Colombes,France,48.9056,2.2445,29828
Draveil,France,48.6852,2.408,29824
San Luis,Philippines,15.72,121.52,29824
Motala,Sweden,58.55,15.05,29823
Bourgoin-Jallieu,France,45.5861,5.2736,29816
Kodayattūr,India,11.2833,75.9833,29816
Petite Rivière de Nippes,Haiti,18.4764,-73.2413,29815
Nanga Eboko,Cameroon,4.6708,12.3731,29814
Shibancun,China,22.1539,110.7082,29812
Oosterend,Netherlands,53.0036,6.0664,29812
Shetang,China,34.5514,105.9703,29811
Tiruvēgapra,India,10.873,76.125,29810
Thuận Tiến,Vietnam,10.0894,105.8281,29806
Krishnarājpet,India,12.6662,76.4877,29805
Tequisquiapan,Mexico,20.5206,-99.8958,29799
Bontoc,Philippines,10.35,124.97,29799
Guapí,Colombia,2.5703,-77.8856,29797
Talwāra,India,31.9376,75.8866,29797
San Carlos,United States,37.4982,-122.2677,29797
Dzyarzhynsk,Belarus,53.6833,27.1333,29796
Santa Elena de Uairén,Venezuela,4,36,29795
Fresno,Colombia,5.1556,-75.0403,29794
Kaita,Japan,34.3722,132.5361,29793
West Windsor,United States,40.2897,-74.6266,29791
Antsampandrano,Madagascar,-19.92,47.5705,29788
Oelde,Germany,51.8333,8.15,29783
Madavur,India,11.2597,75.9486,29781
Hengshuicun,China,22.3611,111.4199,29777
Dahana,Tajikistan,38.0583,69.8667,29776
Râmnicu Sărat,Romania,45.38,27.06,29774
Santa Cruz,Venezuela,10.1819,-67.5025,29773
Monterey,United States,36.5919,-121.8808,29772
Bulwell,United Kingdom,53.001,-1.197,29771
Nutley,United States,40.8192,-74.1571,29767
Mount Hagen,Papua New Guinea,-5.8667,144.2167,29765
Mananasy-Tsitakondaza,Madagascar,-19.1481,46.6495,29763
Charneca,Portugal,38.6167,-9.1833,29763
Cruz,Brazil,-2.9178,-40.1719,29761
Ancón,Panama,8.9627,-79.5474,29761
Nattam,India,10.2249,78.231,29759
Guyancourt,France,48.7714,2.0739,29758
Benito Soliven,Philippines,16.98,121.95,29752
Bāzeh Kalāgh,Iran,36.5325,59.3636,29751
Chahchaheh,Iran,36.5325,59.3636,29751
Bozmargī,Iran,36.5325,59.3636,29751
Kalāteh-ye Mīr Āb,Iran,36.5325,59.3636,29751
Vera Cruz,Brazil,-12.96,-38.6089,29750
Santiago do Cacém,Portugal,38.0167,-8.7,29749
Rahway,United States,40.6077,-74.2807,29748
Perico,Cuba,22.7753,-81.0153,29746
Reghin,Romania,46.7758,24.7083,29742
Vyatskiye Polyany,Russia,56.2239,51.0633,29742
Landsberg,Germany,48.0478,10.8989,29739
Sardrūd,Iran,38.0267,46.1528,29739
Phú Mỹ,Vietnam,10.5906,107.0481,29738
Atascadero,United States,35.4827,-120.6858,29735
Atbasar,Kazakhstan,51.8,68.3333,29733
Mbanga,Cameroon,4.5092,9.5681,29732
Yong’ancun,China,23.1788,112.6904,29732
Tabio,Colombia,4.9158,-74.0983,29731
Devarkonda,India,16.7,78.9333,29731
Heesch,Netherlands,51.7314,5.53,29728
Igarapava,Brazil,-20.0383,-47.7469,29727
Tena,Ecuador,-0.989,-77.8159,29724
Tournefeuille,France,43.5853,1.3442,29724
Orchard Park,United States,42.7516,-78.7455,29724
Karahrūd,Iran,34.0628,49.6461,29721
East Fishkill,United States,41.5567,-73.7824,29720
Savanette,Haiti,18.6833,-72.05,29717
Makato,Philippines,11.712,122.2922,29717
Orchards,United States,45.689,-122.5306,29716
Bergen,Netherlands,52.6667,4.7167,29715
Furmanov,Russia,57.25,41.1333,29715
Buenavista,Philippines,10.08,124.12,29711
Szekszárd,Hungary,46.3558,18.7039,29707
Bünyan,Turkey,38.8486,35.8592,29704
Kloof,South Africa,-29.7833,30.8333,29704
Nu‘ayjah,Qatar,25.2525,51.5592,29703
Hengchun,Taiwan,22,120.75,29702
Acajutla,El Salvador,13.59,-89.8336,29701
Vandœuvre-lès-Nancy,France,48.6567,6.1683,29697
Kitaakita,Japan,40.226,140.3708,29696
La Oliva,Spain,28.6111,-13.9278,29693
Parsuram,Bangladesh,23.2114,91.4686,29691
Sursand,India,26.65,85.7167,29688
San Jacinto,Philippines,12.5683,123.7336,29686
Buriti,Brazil,-3.9419,-42.925,29685
Hosdurga,India,13.7963,76.2841,29684
Manjo,Cameroon,4.85,9.8167,29683
Uychi,Uzbekistan,41.0294,71.8483,29683
Nepānagar,India,21.4558,76.4494,29682
Zaragoza,El Salvador,13.5833,-89.2833,29679
La Rinconada,Peru,-14.6325,-69.4458,29678
Pasuquin,Philippines,18.3342,120.6183,29678
Newtownards,United Kingdom,54.591,-5.68,29677
Vlasotince,Serbia,42.9667,22.1333,29669
Canguaretama,Brazil,-6.38,-35.1289,29668
Zaragoza,Guatemala,14.65,-90.8833,29668
Stung Treng,Cambodia,13.5259,105.9683,29665
Piraju,Brazil,-23.1936,-49.3839,29664
Yingshouyingzi,China,40.5451,117.656,29664
